198;POLITIEKANTOOR LOMMEL;Dorp 57;Lommel;3920;gevel politiekantoor;5.3069636000;51.2306946
199;COMMISSARIAT GENERAL AU TOURISME;Gouverneur Bovesse 74;Jambes;5100;2e étage - bureau 05;4.8752045999;50.4594985
200;"ZWEMBAD ""DE MEREL""";Op 't Zand 51;Leopoldsburg;3971;glkv, inkomhal;5.2165681000;51.1159378
201;SPORTHAL ' T GELEEG;Caïmolaan 118;Leopoldsburg;3971;glkv., inkom;5.2485088999;51.117738
202;"DIENSTENCENTRUM ""DEN TUINHOEK""";De Witteln. 4;Leopoldsburg;3971;glkvl. Inkom;5.3062433000;51.0650676
203;GEMEENTELIJK ZWEMBAD;Groenstraat 5;Tessenderlo;3980;inkom;5.0917071999;51.0746468
204;BOSE NV;Limesweg 2;Tongeren;3700;bijkeuken bedrijfskantine;5.5266523999;50.7923863
205;GEMEENTEBESTUUR HAACHT;Wespelaarsesteenweg 85;Haacht;3150;N/A;4.6356491999;50.9697445
206;AIR PRODUCTS;Rue de la Spinette 37;Sombreffe;5140;local administratif;4.5903074000;50.4917761
207;SPORTHAL DE BLOOKBERG;Blookbergstraat 7;Zutendaal;3690;aan petanque &amp  skateterrein;5.5738200000;50.92519
208;OC DE HELLE;Nelissenlaan 13;Lanaken;3620;buiten aan ingang;5.6263822999;50.8394427
209;OC BERENHOF;Berenhofstraat 12;Veldwezelt;3620;buiten aan ingang;5.6308506000;50.865135
210;OC 't KLOESTER;Biesweg 18;Lanaken;3620;buiten aan ingang;5.6069241000;50.8856024
211;OC KLEINVELD;Populierenlaan 34;Rekem;3620;POSITION : buiten aan ingang;5.6929881999;50.9228288
212;OC PAROCHIEZAAL;Kasteelstraat 32;Neerharen;3620;buiten aan ingang;5.6871619999;50.907469
213;OC JEUGDPARK;Maaseikersteenweg 55;Lanaken;3620;buiten aan de ingang;5.6733114999;50.8834037
214;GEMEENTEHUIS;Jan Rosierlaan 1;Lanaken;3620;buiten aan ingang;5.6528198999;50.888839999
215;CULTUREEL CENTRUM;Aan De Engelse hof;Lanaken;3620;buiten aan ingang;5.6577750999;50.8891122
216;SPORTHAL ST-SERVAIS;Postweg 29;Lanaken;3620;buiten aan ingang;5.6375703999;50.8953071
217;RODE KRUIS;Pastorijstraat 3;Lanaken;3620;Rode Kruis mobiel;5.6523257000;50.889554399
218;POLITIE;Maastrichtersteenweg 101;Lanaken;3620;interventie dienst;5.6272902000;50.8246677
219;SABIC BELGIUM NV;Geleenlaan 35;Genk;3600;hal personeelsingang, deur magazijn;5.512608;50.916173
220;CENTRE SPORTIF ET ASSOCIATIF DE FERNELMONT;Avenue de la Renovation 8;Fernelmont;5380;entree;4.9778764999;50.551796499
221;ADMINISTRATION COMMUNALE DE FERNELMONT;Rue Goffin 2;Fernelmont;5380;centre d'accueil rez-de-chaussée;4.9843574000;50.556587500
222;POLITIECOMMISSARIAAT;Sluisberg 1;Sint-Truiden;3800;onthaal inkomhal;5.1829556000;50.8142802
223;ADMINISTRATIEF CENTRUM;Kazernestraat 13;Sint-Truiden;3800;trappenhal gelijkvl;5.1812754000;50.816402300
224;ACADEMIEZAAL;Plankstraat 18;Sint-Truiden;3800;Vestiaire hal;5.1877752999;50.8169085
225;CULTUREEL CENTRUM;Capucienessenlaan 8;Sint-Truiden;3800;Foyer, inkomhal;5.1868391000;50.8132502
226;STADHUIS GROTE MARKT;Grote Markt;Sint-Truiden;3800;groenmarkt buitenopstelling;5.1857715999;50.8152848
227;VKM KORTENBOS;Begaardenbosstraat 33a;Sint-Truiden;3800;kantine 1e V;5.2395217000;50.8553903
228;SPORTHAL;Jodenstraat 25;Sint-Truiden;3800;inkomhal;5.1921439999;50.814366
229;SPORTHAL NIEUW SINT-TRUIDEN;Sportlaan;Sint-Truiden;3800;EHBO lokaal inkomhal glvl;5.1717499999;50.82627
230;SPORTCOMPLEX SINT-PIETER;Olympialaan 10;Sint-Truiden;3800;EHBO lokaal zwembad 1e verd;5.1812654999;50.8120889
231;CELANESE NV 01;Industrieweg 80;Lanaken;3620;med. Dienst glvl afd. beaming;5.6553688999;50.8845879
232;CELANESE NV 02;Industrieweg 80;Lanaken;3620;productiegebouw bur teamcoach;5.6553688999;50.8845879
233;CELANESE NV 03;Industrieweg 80;Lanaken;3620;inkomhal portier vooraan bedrijf;5.6553688999;50.8845879
234;MOSACIER;E. Solvay 376;LIÈGE 1;4000;usine production, salle co-maitre;5.5740769000;50.6155095
235;BEP 01;Rue Camille Hubert 2;Gembloux;5032;hall d'entrée;4.7177079000;50.5055309
236;BEP 02;Route de la Lache 4;Floreffe;5150;Hall d'entrée;4.7592200000;50.43405
237;SPORTCENTRUM DE BEMVOORT;Jeugdlaan 8;Overpelt;3900;buitenmuur;5.4278408999;51.2123356
238;PAROCHIEZAAL DEN DROSSAERD;Parkstraat 21;Overpelt;3900;buitenmuur;5.4055504000;51.193878
239;OUDE SCHOOL OVERPELT-FABRIEK;Schoolstraat 1;Overpelt;3900;buitenmuur;5.3994589000;51.2331605
240;GEMEENTEBESTUUR OVERPELT;Zonnedauwlaan;Overpelt;3900;hoek straat met Bremstraat;5.3817919000;51.2116383
241;CARWALL;Rue de la Spinette 1;Sombreffe;5140;entrée usine, ext. inf.;4.5906059999;50.4935668
242;CULTUURCENTRUM DE KIMPEL;Eikenlaan 25;Bilzen;3740;ingang cafetaria;5.5129759000;50.8661665
243;P.Z. SANCTA MARIA 01;Melverencentrum 111;Sint-Truiden;3800;afdeling 9;5.1936670000;50.8371485
244;P.Z. SANCTA MARIA 02;Melverencentrum 111;Sint-Truiden;3800;medisch centrum;5.1936670000;50.8371485
245;ING;Rue Godefroid 54;Namur;5000;infirmerie, rez-de-chaussée;4.8625200999;50.4675778
246;POWER TOOLS DISTRIBUTION;Industrielaan 40;Hoeselt;3730;hoofdgeb.rec.glvl EHBO;5.4931716999;50.860735899
247;IMPERMO;Tiensesteenweg 127;Sint-Truiden;3800;inkom toonzaal paal;5.1736161999;50.8151486
248;TECHNOBEL;Allée des Artisans 19/1;Ciney;5590;rez de chaussée;5.1077500000;50.31001
249;PLUS PACK NV;Henry Fordlaan 60;Genk;3600;N/A;5.4765992000;50.9286325
250;Dr BOLLY ANTOINE;Rue des Hêtres 10;Jambes;5100;cabinet consultation médicale;4.8903543000;50.4564905
251;OCMW TESSENDERLO;Solveld 32;Tessenderlo;3980;admin. Centrum;5.0866862000;51.0638394
252;AC SALZINNES;Rue Fond des Bas Près 1;Namur;5000;sncb Hall lok. 01.3;4.8478162999;50.4674579
253;MUTUALITE NEUTRE MANULUX;Rue des Dames Blanches 24;Namur;5000;rez.ch.;4.8672116000;50.4672422
254;ACP BELGIUM;Dellestraat 55;Heusden-Zolder;3550;productiegeb. EHBO lok;5.2425752999;50.9833055
255;OFFICE NATIONAL DE l'EMPLOI - ONEM;Chaussée de Liège 219;Jambes;5100;proximité de l'accueil;4.8864512000;50.460295
256;OFFICE NATIONAL DE l'EMPLOI - BUREAU D'ETUDE 01;Rue de la Toffette;Walcourt;5650;ascenseurs 1ière étage;4.4340541999;50.250216599
257;OFFICE NATIONAL DE L'EMPLOI - BUREAU D'ETUDE 02;Rue de la Tofette 16;Walcourt;5650;acceuil, glvl;4.4267048000;50.2537328
258;RIJKSDIENST VOOR ARBEIDSVOORZIENING - RVA 01;Hondsstraat 25;Tongeren;3700;onthaal;5.4617696999;50.7795451
259;RIJKSDIENST VOOR ARBEIDSVOORZIENING - RVA 02;Bampslaan 23;Hasselt;3500;onthaal;5.3306640000;50.9303102
260;PARKING BEFFROI;Place d'Armes;Namur;5000;1ière étage, sortie piétons;4.8674786999;50.4631244
261;GEMEENTE LOMMEL;Sportveldenstraat 10;Lommel;3920;"inkom ""De Souverein""";5.3062486999;51.2435483
262;SPW DFA 01;Chaussée de Charleroi 83;Namur;5000;N/A;4.8406893000;50.4620249
263;SPW DFA 02;Place à Joséphine Charlotte;Jambes;5100;N/A;4.8772309999;50.460795999
264;GARE DE MARBEHAN;Place de la Gare 1;Houdemont;6724;N/A;5.5385148999;49.7265738
265;"COMPLEXE SPORTIF ""LE PACHIS""";Place Nathan 5;Habay;6720;N/A;5.6634857000;49.7267434
266;CENTRE PUBLIC D'ACTION SOCIALE;Jules Bourboux;Bois-De-Villers;5170;N/A;4.8240799999;50.39019
267;MAISON COMMUNALE;Chaussée de Dinant 2;Profondeville;5170;N/A;4.8690214000;50.3777181
268;CENTRE SPORTIF;avenue Roquebrune Cap Martin 32;Profondeville;5170;N/A;4.8542978000;50.3836908
269;NAMUR EXPO;Avenue Sergent Vritthoff 2;Namur;5000;N/A;4.8494097000;50.467103
270;CULTUREEL CENTRUM;Koninginnelaan 42;Maasmechelen;3630;N/A;5.6978778000;50.9901156
271;GEMEENTELIJK ZWEMBAD;Ringlaan 400;Maasmechelen;3630;N/A;5.6718015999;50.9733551
272;GARE DE GEMBLOUX;Avenue de la Station;Gembloux;5030;N/A;4.6920178000;50.569498
273;INFRABEL SIEGE AL 45;Route de Forrieres 4;Jemelle;5580;N/A;5.2668717999;50.1526307
274;RSVZ - INASTI;Leopoldplein 16;Hasselt;3500;onthaal 3e verd.;5.3348303000;50.9276531
275;INFRABEL SIEGE AI 43;Rue J.J. Gaillard 2;Flawinne;5020;1e étage, contoir;4.8300504999;50.4577929
276;INFRABEL SIEGE AI 44;Rue J.J. Gaillard 2;Flawinne;5020;rez de chaussée, contoir;4.8300504999;50.4577929
277;INFRABEL AUTORAIL CATENAIRE;Rue J.J. Gaillard 2;Flawinne;5020;autorail catenaire;4.8300504999;50.4577929
278;SAPPI;Montaigneweg 2;Lanaken;3620;POSITION : laboratorium;5.6421033000;50.8790778
279;Q-PARK BELGIUM HOLDING 01;Clarissenstraat 41;Tongeren;3700;-1 naast loge;5.4703564000;50.7818966
280;Q-PARK BELGIUM HOLDING 02;Stadsplein 39;Genk;3600;-1 naast loge;5.4963960000;50.9651635
281;SPGE;Avenue de Stassart 14-16;Namur;5000;entrée;4.8567433000;50.4676576
282;UNIVERSITEIT HASSELT;Martelarenlaan 42;Hasselt;3500;lokaal 2.15 faculteitsgebouw;5.3419541000;50.9332169
283;MATERNE CONFILUX;Allée des Cerisiers 1;Floreffe;5150;1ière ét, mezanine, infirm;4.7640784000;50.4469309
284;IMTECH PROJECTS;Rue des Pieds d'Alouettes 39;Naninne;5100;rez, entrée princ;4.9239000999;50.4185928
285;CENTRE DE SANTE DU NAMUROIS;Rue de France 35;Philippeville;5600;1ière ét. Consultation;4.5395233000;50.1960497
286;E.ON GENERATION BELGIUM NV;Sinnenwijereg 30;Genk;3600;controlzaal;5.5021000000;50.96613
287;SPORTCOMPLEX;Sportweg 8;Lummen;3560;buiten aan ingang;5.1896239999;50.991178
288;POLYONE BELGIUM;Rue Melville Wilson 1;Assesse;5330;Local quality control;5.0428778000;50.3677838
289;STAD GENK (SPORTCENTRUM);E. Van Dorenlaan 144;Genk;3600;hoofding.sportcentrum;5.5127935000;50.9833576
290;GEMEENTE GENK (POLITIEKANTOOR);Europalaan 27;Genk;3600;inkomhal;5.4914469999;50.966657
291;EUROVIA 01;Rue Maurice Brosius 47;Flawinne;5020;laboratoire;4.8109600000;50.45738
292;EUROVIA 02;Rue Maurice Brosius 47;Flawinne;5020;accueil;4.8109600000;50.45738
293;CARMEUSE SA - SIEGE DE FRASNES;Rue de la Chavée 57;Frasnes;5660;N/A;4.5066408000;50.081542
294;GEMEENTELIJKE TENNISCLUB;Baal 25;Tessenderlo;3980;buitengevel;5.0890087999;51.0796271
295;CENTRE DE SANTE DU NAMUROIS;Chaussée de Waterloo 182;Saint-Servais;5002;rez accueil;4.8452572999;50.4727051
296;CENTRE SPORTIF;Rue de Crupet 45;Maillen;5530;accueil;4.9668948999;50.3754718
297;ADEHIS;Rue de Nerverlée;Suarlée;5020;rez accueille;4.7788500000;50.48195
298;NV EURO-STEL;Maastrichtersteenweg 441;Tongeren;3700;glvl bur personeel;5.5043278000;50.7883073
299;SUPERMARCHE MATCH;Avenue Roi Albert 19;Andenne;5300;Sortie - Caisse;5.0975525999;50.4914149
300;BRASSERIE DU BOCQ;Rue de la Brasserie 4;Purnode;5530;rdc couloir laboratoire;4.9436485999;50.3112805
301;TRACTEBELL ENGENEERING N.V.;Ilgatlaan 23;Hasselt;3500;glvl, receptie;5.3543107000;50.9212522
302;CARMEUSE SA - SERVICES CENTRAUX;Rue du Château 14 A;Seilles;5300;rez local courier;5.0769580999;50.4974525
303;CARMEUSE SA - SIEGE DE SEILLES;Rue du Château 13;Seilles;5300;caine operateur four;5.0767098999;50.4977891
304;CARMEUSE SA - SIEGES DE FRASNES;Rue de la Chavée 57;Frasnes;5660;vestiaire, rdc, hall entrée;4.5066408000;50.081542
305;CARREFOUR 654;Rue du Passage D'Eau 2;Flemalle;4400;situé à l'entrée du magasin, à proximité des caisses;5.4859453000;50.6034464
306;CARREFOUR 659;Romeinsesteenweg 440;Strombeek Bever;1853;N/A;4.3547039999;50.9016996
307;CARREFOUR 660;De Robianostraat 155;Borsbeek;2150;N/A;4.4796718999;51.1947043
308;CARREFOUR 661;Rue Basse Campagne;Herstal;4040;N/A;5.6443233999;50.6863313
309;CARREFOUR 662;Av. Paul Gilson 455;Drogenbos;1620;N/A;4.3085207000;50.7959636
310;CARREFOUR 664;Oudebareelstraat 85;Oostakker;9041;N/A;3.7740515000;51.0769743
311;CARREFOUR 667;Zwijndrechtsestraat 151;Burcht;2070;N/A;4.3402132999;51.2065716
312;CARREFOUR 668;Rue de la Station 1;Bomeree;6110;N/A;4.3970272000;50.3677354
313;CARREFOUR 669;Wezembeeklaan 114;Kraaienem;1950;N/A;4.4710336000;50.8481941
314;CARREFOUR 674;Zemstbaan 208;Zemst Mechelen;2800;N/A;4.4734177000;50.993818999
315;CARREFOUR 675;Vlinderlaan 1;Korbeek-Lo;3360;N/A;4.7470802999;50.8656045
316;CARREFOUR 678;Rue de Maire 6;Froyennes;7503;N/A;3.3674241999;50.6260851
317;CARREFOUR 686;Chée de Liège 41;Marche;6900;N/A;5.3444911999;50.235288
318;CARREFOUR 691;Strandlaan 19;Koksijde;8670;N/A;2.6308765999;51.1004556
319;CARREFOUR 694;Rue de Clairefontaine 1;Arlon;6700;N/A;5.8224407999;49.6780581
320;CARREFOUR A1;Avenue des Olympiades 20;Evere Toren (5e verd);1140;N/A;4.4037322000;50.8678319
321;CARREFOUR A2;Avenue des Olympiades 21;Evere Toren (P);1140;N/A;4.4035684000;50.8671205
322;CARREFOUR ROB;Boulevard de la Woluwe 28;Woluwe St Lambert;1150;N/A;4.4342649999;50.8373001
323;CARREFOUR B;Bist 44;Wilrijk MTC;2610;N/A;4.3937541000;51.170272300
324;CARREFOUR C;Chée De Dinant 1137;Wepion;5100;N/A;4.8807660999;50.4105011
325;POLICE TERVUREN;Markt 7,tervuren;Tervuren;3080;N/A;4.5139010000;50.8244103
326;QUICK LOUISE;Avenue de la Toison d'Or 53;Bruxelles;1060;N/A;4.3559079000;50.8356242
327;STADE FALLON;Chemin du struybeek;Bruxelles;1200; en journée pendant les heures d'ouverture;4.4437001576;50.842311960
328;CROIX-ROUGE BELGIQUE;Chaussée de Namur 42;Nivelles;1400;situé dans le bâtiment de la Croix-Rouge    Aux heures d'ouverture;4.3422226000;50.5991819
329;ESPACE CULTUREL SALLE VICTOR JARA;Place van Zeeland 31;Soignies;7060;" pendant les heures d'ouverture des bureaux du lundi au vendredi<br style=""color: #ffffff  font-family: arial  font-size: 13px  line-height: normal "" /><span style=""color: #ffffff  font-family: arial  font-size: 13px  line-height: normal "">de 8h30 à 12h</span><br style=""color: #ffffff  font-family: arial  font-size: 13px  line-height: normal "" /><span style=""color: #ffffff  font-family: arial  font-size: 13px  line-height: normal "">et de 13h30 à 16h30</span>";4.0684274999;50.5788111
330;PISCINE ANS;Rue Walthère Jamar 162;Ans;4430;N/A;5.5355784999;50.6541512
331;ATELIERS DU MONCEAU;rue de l'avenir 75;Grâce Hollogne;4460;N/A;5.4929547000;50.651902
332;SHOPPING CENTER WOLUWE;Boulevard de la Woluwe 70;Bruxelles;1200;N/A;4.4364350010;50.845549137
333;STADE DE FOOTBALL DE BIELMONT;Place d'Arles;Verviers;4800;situé dans l'infirmerie du stade;5.8723926999;50.5861937
334;AU FIL DE L'EAU;Avenue du chêne 206;Heusy;4802;situé dans le vestiaire de la piscine;5.8677626999;50.5706533
335;AMBULANCE AMBUWAL;rue des cygnes 6;Yves-gomezee;5650;situé dans l'ambulance;4.5266543000;50.2346338
336;CENTRE SPORTIF COMMUNAL DE ROTHEUX;Rue Biens Lefèvre 11;Neupré;4120;N/A;5.4784225999;50.534319
337;CENTRE SPORTIF EMBOURG;Rue au Chession 8;Embourg;4053;N/A;5.6094517000;50.583048299
338;ÉCOLE RÉGIONALE DE POLICE ERIP;Avenue des Anciens Combattants 190;Bruxelles;1140;N/A;4.4094896999;50.8650993
339;FACULTÉ DES SCIENCES DE LA MOTRICITÉ;Place Pierre de Coubertin 1 bte L8.10.01;Louvain-la-Neuve;1348;situé au 1er étage. Aile B - local B.105 - Laboratoire d'Effort  de 9h à 17h (ouverture laboratoire);4.6068012000;50.670552099
340;PISCINE DE HERVE;rue du Stade 6b;Herve;4650;N/A;5.7906021000;50.6385264
341;HALL DE SPORT GEORGE GRAMME;rue de Forges les Eaux 3;Battice;4650;N/A;5.8199160000;50.649246899
342;HALL DE SPORT PIERRE MARBAISE;avenue des Platanes 73;Grand-Rechain;4650;N/A;5.8133827000;50.608318399
343;INSTITUT SAINT BERTHUIN MALONNE;Rur Fond de Malonne 129b;Malonne;5020;POSITION :&nbsp Demandez au secrétariat de l'Institut (ISBM), à celui de la Haute École (HENALLUX) ou aux responsables du Club de Gymnastique (TNT);4.7956599999;50.438959999
344;CIVIELE BESCHERMING;Miksebeekstraat 153;Brasschaat;2930;POSITION :&nbsp beschikbaar 24/24 en 7/7;4.5168026999;51.2999289
345;HET VLAAMSE KRUIS;Battelsesteenweg 315;Mechelen;2800;POSITION :&nbsp Naast de inkomdeur, beschikbaar 24/24, 7/7;4.4581095999;51.0331585
346;POLITIECOMMISSARIAAT BEVEREN WAAS;Gravendreef 1;Beveren-Waas;9120;AED hangt in de inkomhal van het commissariaat;4.2581600999;51.213292
347;CIVIELE BESCHERMING LIEDEKERKE;Kapellebaan 30;Liedekerke;1770;POSITION :&nbsp Beschikbaar 24/24, 7/7;4.0983476000;50.8679731
348;CIVIELE BESCHERMING JABBEKE;Stationstraat 61;Jabbeke;8490;POSITION :&nbsp Beschikbaar 24/24, 7/7;3.0948243999;51.1829867
349;WAASLAND SHOPPING CENTER;Kapelstraat 100;Sint-Niklaas;9100;POSITION :&nbsp AED bevindt zich aan de infobalie;4.1537637999;51.1507824
350;PENDERS & VANHERLE ELEKTROTECHNIEK NV;Industrieweg 10;Heusden-Zolder;3550;N/A;5.2408384999;50.992962
351;CLAES & WILLEMS;Basiliekstraat 133;Halle;1500;N/A;4.2373860000;50.7325616
352;OPENBARE BIBLIOTHEEK;Keibergstraat 50;Tienen;3300;POSITION :&nbsp Aan de openbare bibliotheek in Kumtich.;4.8876652999;50.8218409
353;OPENBARE BIBLIOTHEEK BOUTERSEM;Kerkomsesteenweg 55;Boutersem;3370;N/A;4.8413221000;50.8444858
354;FC PEPINGEN;Vroembos 17;Pepingen;1670;POSITION :&nbsp In de voetbalkantine gelegen.;4.1588715999;50.7557473
355;SPORT EN CULTUURCENTRUM ZOMERLOOS;Sportstraat 1;Gistel;8470;N/A;2.9658775999;51.160543
356;GEMEENTEHUIS;Zeelaan 303;Koksijde;8670;N/A;2.6355106999;51.1185735
357;STRANDDIENSTENCENTRUM SINT-IDESBALD;Zeedijk 26a;Koksijde;8670;N/A;2.6106575999;51.1115725
358;ZALL VOOR VLOERSPORTEN;Houtsaegerslaan 68;Koksijde;8670;N/A;2.6500794999;51.1053908
359;OPENLUCHTZWEMBAD OOSTDUINKERKE;Zeedijk Koksijde centrum deelgemeente;Oostduinkerke;8670;N/A;2.7004934999;51.1426082
360;OUD GEMEENTEHUIS OOSTDUINKERKE;Leopold II Laan 2;Koksijde;8670;N/A;2.6823706999;51.1157607
361;STRANDDIENSTENCENTRUM KOKSIJDE BAD;Zeedijk;Koksijde;8670;POSITION :&nbsp openbare toiletten.;2.7004934999;51.1426082
362;PROVINCIEHUIS;Provincieplein 1;Leuven;3001;N/A;4.7168172000;50.8769718
363;ZWEMBAD WILSELE;Aarschotsesteenweg 730;Wilsele;3012;N/A;4.7193214999;50.9208902
364;STADSKANTOOR;Professor Van Overstraetenplein 1;Leuven;3000;N/A;4.7159838999;50.8800975
365;SPORTOASE PHILIPSSITE;Philipssite 6;Leuven;3001;N/A;4.7125161000;50.869162499
366;COCA-COLA ENTREPRISES BELGIUM;Zwijnaardsesteensweg 811;Gent;9000;N/A;3.7198346000;51.0181395
367;COCA-COLA ENTREPRISES BELGIUM Wilrijk;Dynamicalaan 18;Wilrijk;2610;N/A;4.3749828999;51.1556894
368;SPORT EN RECREATIECENTRUM TER BORCHT;Ingelmunstersteenweg 11;Meulebeke;8760;N/A;3.2764475999;50.945232399
369;SPORTHAL KEERBERGEN;Putsebaan 103;Keerbergen;3140;POSITION :&nbsp De AED bevindt zich in de inkomhal van de sporthal.;4.6380937000;51.007649699
370;GEMEENTELIJK ZWEMBAD AARTSELAR;Kleistraat 204;Aartselaar;2630;N/A;4.4002775999;51.138064
371;APOTHEEK DE LINDEBOOM;August van Landeghemstraat 53;Willebroek;2830;N/A;4.3608288000;51.0620319
372;VRIJETIJDSCENTRUM DE KRUIERIE (BALIE);Bevrijdingsstraat 1;Balen;2490;N/A;5.1640519999;51.170674
373;SPORTHAL BLEUKENS (INKOMHAL);Hoolsterberg 36 2490 Balen;Balen;2490;N/A;5.1656180999;51.1595541
374;SPORTHAL OLMEN (INKOMHAL);Schoolstraat;Olmen - Balen;2491;N/A;5.1513439000;51.140993599
375;GEMEENTEHUIS (INKOMHAL);Vredelaan 1;Balen;2490;N/A;5.1748115000;51.1719021
376;RECREATIEDOMEIN KEIHEUVEL;17de esc. Lichtvliegwezenlaan;Balen;2490;POSITION :&nbsp EHBO lokaal;5.2124269439;51.181994312
377;CENTRE DE SECOURS D'UCCLE - ACS;Rue du Doyennée, 62;Bruxelles;1180;Situé à l'entrée de notre local de Formations &amp  Secours, dans 2 sacs d'intervention;4.3387400999;50.8056832
378;CROIX-ROUGE BELGIQUE UCCLE;Rue de Stalle 96;Uccle;1180;N/A;4.3315317999;50.797331
379;PISCINE STADE YERNAUX;rue Grimard, 295;Montignies sur Sambre;6061;N/A;4.4690874000;50.4102714
380;COMPLEXE SPORTIF FRANCOIS HEINE;Route Militaire, 401;Alleur;4432;N/A;5.5140077999;50.6825229
381;HALL DE SPORT HENRI GERMIS;Rue des Charrons;Loncin;4431;N/A;5.5069904361;50.667846997
382;PLAINE DES SPORTS GILLES MAGNÉE;Rue Gilles Magnée;Ans;4430;N/A;5.5279166000;50.6611959
383;KINEO;Route de Légipont 11;Barchon;4671;N/A;5.6854347999;50.6681338
384;WESTLAND SHOPPING CENTER;Boulevard Sylvain Dupuis, 433;Bruxelles;1070;situé&nbsp à coté de la banque fortis.;4.2855270000;50.8381778
385;ADMINISTRATION COMMUNALE HABAY;Parc communal du Châtelet;Habay-la-Neuve;6720;N/A;5.6523059999;49.7313355
386;SPORTOASE TER HEIDE;Vakenstraat 18;Rotselaar;3110;"<p class=""p1"">AED device is located inside the sport centra ""Sportoase Ter Heide"" The device is stored in a green AED closet in front of the info desk. <p class=""p1"">DISPONIBILITY : Open entrance: Weekdays from 8 am till 10:30 pm Weekends: from 8 am till 6 pm.";4.7228757999;50.9621686
387;MÉDECINS SANS FRONTIERES;94 Rue Dupré;Jette;1090;"<p class=""p1"">Installé en 2010 / De la marque Schiller.";4.3255802999;50.881097399
388;MAKRO MACHELEN;Woluwelaan, 11;Machelen;1830;situé&nbsp à l'accueil du magasin. De defibrilator sit op het toegang van het winkel The A.E.D. is purposed at the reception of the shopping center.;4.4322323999;50.915696999
389;STATION SERVICE TAHON HOLLAIN;Près sous la Ville 2;Hollain;7620;N/A;3.4311884999;50.5438044
390;STADE JEAN HUART;Avenue du stade;Antoing;7640;"situé dans la buvette du stade de football (entrée parking, à proximité de la salle de karaté) <p class=""p1"">LE DEA SE TROUVE DANS LA BUVETTE DU STADE DE FOOT (ENTREE PARKING, DU COTE DE LA SALLE DE KARATE)";3.4486620999;50.5678452
391;UNIVERSITY OF VIENNA;Universitätsstraße 7;Vienna;1010;POSITION :&nbsp located at the front main entry between first and second set of glass doors at the porters office.;16.357783899;48.2141511
392;STADT VELLMAR;Rathausplatz 1;Vellmar;34246;"<p class=""p1"">Aktuell 15 AED´s innerhalb des Stadtgebietes. Innerhalb der nächsten Wochen Installation weiterer 10 Geräte.";9.4676509999;51.362877999
393;HALLENBAD STADT VELLMAR;Brüder-Grimm-Straße;Vellmar;34246;N/A;9.4674099999;51.35616
394;GRILLHUTE VELLMAR - FROMMERSHAUSEN;Breiter Stein;Vellmar;34246;N/A;9.4833333000;51.3666667
395;SPORTPLATZ FROMMERSHAUSEN;Am Griesgraben;Vellmar;34246;N/A;9.4782053999;51.3686575
396;LEIRIA SHOPPING;IC2 Alto do Vieiro;Leiria;2400;N/A;-8.829663999;39.725235
397;SHOPPING CENTER WIJNEGEM;Turnhoutsebaan 5 bus 400;Wijnegem;2110;"<p class=""p1"">Aan een infobalie,ik dacht aan uitgang 5";4.5012647999;51.2218299
398;SOLIDARITEIT VOOR HET GEZIN;Tijgerstraat 12-22;Gent;9000;POSITION :&nbsp receptie serviceflats.;3.7309066000;51.0399494
399;ASPRIA ARTS-LOIS;rue de l'industrie 26;Bruxelles;1040;N/A;4.3700337999;50.8429165
400;ASPRIA ROYALE LA RASANTE;Rue Sombre 56;Bruxelles;1200;"<p class=""p1"">situé dans le local de surveillance de la piscine";4.4316000999;50.8398247
401;UNIKLINIKUM AACHEN;Pauwelsstraße 30;Aachen;52074;"<p class=""p1"">Uniklinikum Aachen, Main Entrance";6.0440682999;50.776092899
402;BRUSSELS AIRPORT;LeopoldLaan;Zaventem;1930;N/A;4.4836876138;50.896611496
403;NOTARZT;Bahnhofstrasse 11;Blankenheim;53945;N/A;6.6454936000;50.4405495
404;PGD _rnu_e;Dunajska 369;Ljubljana;1231;POSITION :&nbsp The AED is located in a vehicle of a fire brigade.;14.531732000;46.1028301
405;CEPS - ÉCOLE DU FEU;114 Rue de la Providence;Marchienne-Au-Pont;6030;Situé dans le&nbsp Hall d'accueil du secrétariat niveau Rez de Chaussée.&nbsp DEA G3 Plus Cardiacscience.;4.4004218999;50.4124224
406;CEPS SERAING;Rue Guillaume d'Orange 168;Seraing;4100;situé au secrétariat, niveau 0, grand hall d'entrée.;5.5288258000;50.6024435
407;MAKRO LODELINSART;Rue des Aulniat 2;Lodelinsart;6042;situé dans le bureau du chef caisse, à l'arrière des caisses.;4.4471800000;50.431509299
408;PISCINE AQUA 2000;chaussée de Nivelles;Gosselies;6041;situé&nbsp au bord de la piscine - Sauveteurs formés pour l'utiliser;4.4296828000;50.4739738
409;PISCINE COMMUNALE DE COURCELLES;cité Guéméné Penfao, 98;Courcelles;6180;N/A;4.3886423000;50.454994
410;FALCK AMBUCE BENELUX;Burgemeester Dupontplein 1 bus 1;Peer;3990;"<p class=""p1"">Welzijnscampus stad Peer";5.4423193999;51.1324735
411;OPLEIDINGSCENTRUM DE NESTOR;Haven 8000A Finlandstraat 1;Evergem;9940;N/A;3.7458709999;51.1331522
412;PROVINCIAAL TECHNISCH INSTITUUT ST-GODELIEVE 3;Turnhoutsebaan 250;Deurne;2100;N/A;4.4742976;51.2190221
